ID,Gender,Age,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Qualitative,Condition,StimGender,Resp,RespType,Question
R_1H6rg8g70KE6Sao,female,39,English,Never,Rarely,None,No,No,No,I picked the ones that made me think of opening a soda.,KhyaKheu,Female,Second,Kheu,sweet
R_1H6rg8g70KE6Sao,female,39,English,Never,Rarely,None,No,No,No,I picked the ones that made me think of opening a soda.,KheuKhya,Male,First,Kheu,sweet
R_1i9yAZqqosw4CyE,female,38,English,Never,Rarely,None,No,No,Yes,"with #1, the first sound was slightly startling, so the second sounded much sweeter. they sounded like snores or exhales. soft, soothing sounds sounded better to me in this case, i thought of people/babies sleeping.",KhyaKheu,Female,Second,Kheu,sweet
R_1i9yAZqqosw4CyE,female,38,English,Never,Rarely,None,No,No,Yes,"with #1, the first sound was slightly startling, so the second sounded much sweeter. they sounded like snores or exhales. soft, soothing sounds sounded better to me in this case, i thought of people/babies sleeping.",KheuKhya,Male,Second,Khya,sweet
R_1ILgRrWBQJfbO0R,male,29,english,Short visit(s),Rarely,Advanced,Yes,Maybe,Yes,no thanks,KheuKhya,Female,Second,Khya,sweet
R_1ILgRrWBQJfbO0R,male,29,english,Short visit(s),Rarely,Advanced,Yes,Maybe,Yes,no thanks,KheuKhya,Male,First,Kheu,sweet
R_1KwZ66OuOgSdeQR,male,24,English ,Never,Occasionally,None,Yes,Yes,Yes,The higher pitched ones sounded sweeter. ,KheuKhya,Male,Second,Khya,sweet
R_1KwZ66OuOgSdeQR,male,24,English ,Never,Occasionally,None,Yes,Yes,Yes,The higher pitched ones sounded sweeter. ,KhyaKheu,Female,First,Khya,sweet
R_1LCD5aYhbUOtWKX,male,34,English,Never,Never,None,Yes,Yes,Yes,The sweeter sound was higher pitched.,KhyaKheu,Male,First,Khya,sweet
R_1LCD5aYhbUOtWKX,male,34,English,Never,Never,None,Yes,Yes,Yes,The sweeter sound was higher pitched.,KheuKhya,Female,Second,Khya,sweet
R_1LtljGtJRpBNdm1,female,29,english,Never,Never,None,No,Maybe,Yes,the higher pitched sound is what I thought sounded sweeter.,KhyaKheu,Female,First,Khya,sweet
R_1LtljGtJRpBNdm1,female,29,english,Never,Never,None,No,Maybe,Yes,the higher pitched sound is what I thought sounded sweeter.,KhyaKheu,Male,First,Khya,sweet
R_1mPqAKkFoSBNFeD,male,27,english,Never,Never,None,No,No,Maybe,I thought sweet would be like... softer. I dont know.,KhyaKheu,Male,Second,Kheu,sweet
R_1mPqAKkFoSBNFeD,male,27,english,Never,Never,None,No,No,Maybe,I thought sweet would be like... softer. I dont know.,KhyaKheu,Female,First,Khya,sweet
R_1mUjuIZdMB0LOEW,female,50,English,Never,Never,Novice,No,Yes,No,One sounded more like an annoyed sigh.,KheuKhya,Female,First,Kheu,sweet
R_1mUjuIZdMB0LOEW,female,50,English,Never,Never,Novice,No,Yes,No,One sounded more like an annoyed sigh.,KhyaKheu,Male,First,Khya,sweet
R_1P7q0DGeKuOmlkp,male,25,English,Short visit(s),Don't know,None,Yes,Maybe,Maybe,nothing to idea,KheuKhya,Male,Second,Khya,sweet
R_1P7q0DGeKuOmlkp,male,25,English,Short visit(s),Don't know,None,Yes,Maybe,Maybe,nothing to idea,KheuKhya,Female,Second,Khya,sweet
R_1pQlhjyUDkRUK5P,male,50,ENGLISH,Lived 0-5 years,Regularly,Advanced,Yes,Maybe,Yes,NICE TRY,KhyaKheu,Male,First,Khya,sweet
R_1pQlhjyUDkRUK5P,male,50,ENGLISH,Lived 0-5 years,Regularly,Advanced,Yes,Maybe,Yes,NICE TRY,KheuKhya,Female,Second,Khya,sweet
R_1pulSHCzdXJznko,female,43,English ,Never,Occasionally,None,No,No,No,No idea. The one I chose didnt sound as harsh or the voice sounded softer,KheuKhya,Male,Second,Khya,sweet
R_1pulSHCzdXJznko,female,43,English ,Never,Occasionally,None,No,No,No,No idea. The one I chose didnt sound as harsh or the voice sounded softer,KheuKhya,Female,Second,Khya,sweet
R_1rNSa1lNU3BRKcd,female,50,English,Never,Never,None,No,Yes,No,"The one that sounded LESS ""sweet"" to me was more percussive and explosive at the beginning, almost like a curse or a spewing of hatred sound... it was somewhat unnerving and disturbing. ",KhyaKheu,Female,Second,Kheu,sweet
R_1rNSa1lNU3BRKcd,female,50,English,Never,Never,None,No,Yes,No,"The one that sounded LESS ""sweet"" to me was more percussive and explosive at the beginning, almost like a curse or a spewing of hatred sound... it was somewhat unnerving and disturbing. ",KheuKhya,Male,Second,Khya,sweet
R_20MzuyK6WLIAEvj,,NA,,,,,,,,,KhyaKheu,Female,First,Khya,sweet
R_20MzuyK6WLIAEvj,,NA,,,,,,,,,KhyaKheu,Female,First,Khya,sweet
R_22kPg5JOOIWN2ey,female,22,english,Never,Occasionally,None,No,Yes,No,if it was louder it wasless sweet,KhyaKheu,Male,First,Khya,sweet
R_22kPg5JOOIWN2ey,female,22,english,Never,Occasionally,None,No,Yes,No,if it was louder it wasless sweet,KhyaKheu,Female,First,Khya,sweet
R_234AM5S0nkqs0oF,male,27,ENGLISH,Lived 0-5 years,Regularly,None,Maybe,Yes,Yes,GOOD,KheuKhya,Female,First,Kheu,sweet
R_234AM5S0nkqs0oF,male,27,ENGLISH,Lived 0-5 years,Regularly,None,Maybe,Yes,Yes,GOOD,KheuKhya,Male,Second,Khya,sweet
R_24IxpyxlUnT1Sow,male,27,English,Never,Never,None,No,Yes,No,Less bass. ,KhyaKheu,Female,First,Khya,sweet
R_24IxpyxlUnT1Sow,male,27,English,Never,Never,None,No,Yes,No,Less bass. ,KhyaKheu,Male,Second,Kheu,sweet
R_24nRsOyHF2NG8BL,female,38,english,Never,Rarely,None,No,Yes,Maybe,I suppose the higher sounds were sweeter?,KhyaKheu,Female,First,Khya,sweet
R_24nRsOyHF2NG8BL,female,38,english,Never,Rarely,None,No,Yes,Maybe,I suppose the higher sounds were sweeter?,KheuKhya,Male,Second,Khya,sweet
R_24pIZKX9LvNyR1I,male,35,eng,Never,Never,None,No,No,No,idk,KhyaKheu,Male,First,Khya,sweet
R_24pIZKX9LvNyR1I,male,35,eng,Never,Never,None,No,No,No,idk,KhyaKheu,Female,Second,Kheu,sweet
R_25Mz4mUygYtgnxT,male,33,English,Never,Occasionally,None,No,No,No,One sound sounded less loud and sweeter than the other,KhyaKheu,Male,Second,Kheu,sweet
R_25Mz4mUygYtgnxT,male,33,English,Never,Occasionally,None,No,No,No,One sound sounded less loud and sweeter than the other,KhyaKheu,Female,First,Khya,sweet
R_25Sg3Mx5enLI9hU,male,33,english,Short visit(s),Occasionally,None,Maybe,Yes,No,nothing,KheuKhya,Male,Second,Khya,sweet
R_25Sg3Mx5enLI9hU,male,33,english,Short visit(s),Occasionally,None,Maybe,Yes,No,nothing,KhyaKheu,Female,Second,Kheu,sweet
R_2AGWAriTvceK6hU,male,27,English,Short visit(s),Occasionally,None,No,No,No,A sweet sound sounds softer than other sounds that have hard consonants for instance,KhyaKheu,Female,First,Khya,sweet
R_2AGWAriTvceK6hU,male,27,English,Short visit(s),Occasionally,None,No,No,No,A sweet sound sounds softer than other sounds that have hard consonants for instance,KhyaKheu,Male,First,Khya,sweet
R_2ARQIfZfddZf42T,male,25,English,Never,Never,None,No,Maybe,No,"Nothing influenced my judgement. I heard each sound and picked whichever one I thought sounded ""sweeter"" as in ""cooler"".",KhyaKheu,Female,Second,Kheu,sweet
R_2ARQIfZfddZf42T,male,25,English,Never,Never,None,No,Maybe,No,"Nothing influenced my judgement. I heard each sound and picked whichever one I thought sounded ""sweeter"" as in ""cooler"".",KheuKhya,Male,Second,Khya,sweet
R_2bJlqmJKk7ko5Ql,male,29,English,Lived 0-5 years,Never,None,Yes,Yes,No,i just went with my gut feeling on which one sounded sweeter,KheuKhya,Female,Second,Khya,sweet
R_2bJlqmJKk7ko5Ql,male,29,English,Lived 0-5 years,Never,None,Yes,Yes,No,i just went with my gut feeling on which one sounded sweeter,KhyaKheu,Male,First,Khya,sweet
R_2bKnHD66sMFy2BM,female,34,"english , spanish",Lived 0-5 years,Regularly,Advanced,Yes,Yes,Yes,i was trying to hear something in the sound that make me think on something related to food or a feminine sound ,KheuKhya,Male,Second,Khya,sweet
R_2bKnHD66sMFy2BM,female,34,"english , spanish",Lived 0-5 years,Regularly,Advanced,Yes,Yes,Yes,i was trying to hear something in the sound that make me think on something related to food or a feminine sound ,KheuKhya,Female,First,Kheu,sweet
R_2DP2XLbMSfmF9F6,female,54,english,Never,Never,None,No,Yes,No,"The second one in both instances maybe sounded ""sexier"" somehow? ",KheuKhya,Male,Second,Khya,sweet
R_2DP2XLbMSfmF9F6,female,54,english,Never,Never,None,No,Yes,No,"The second one in both instances maybe sounded ""sexier"" somehow? ",KheuKhya,Female,Second,Khya,sweet
R_2EbpJdVjPvoQzkI,female,22,English,Never,Never,None,No,No,No,I have no idea what made me feel that one sound was sweeter than the other. The only thing I noticed is that the pitches seemed different.,KheuKhya,Female,Second,Khya,sweet
R_2EbpJdVjPvoQzkI,female,22,English,Never,Never,None,No,No,No,I have no idea what made me feel that one sound was sweeter than the other. The only thing I noticed is that the pitches seemed different.,KheuKhya,Male,Second,Khya,sweet
R_2EiyuisrLcJuUGr,male,34,English,Never,Rarely,None,Maybe,Yes,No,Just a gut feeling. ,KhyaKheu,Female,First,Khya,sweet
R_2EiyuisrLcJuUGr,male,34,English,Never,Rarely,None,Maybe,Yes,No,Just a gut feeling. ,KheuKhya,Male,Second,Khya,sweet
R_2f9GWtX7pGNFPCR,male,52,English,Never,Rarely,None,No,No,No,"I can't really verbalize it, just used my instinct. Thanks",KhyaKheu,Male,First,Khya,sweet
R_2f9GWtX7pGNFPCR,male,52,English,Never,Rarely,None,No,No,No,"I can't really verbalize it, just used my instinct. Thanks",KheuKhya,Female,Second,Khya,sweet
R_2fJLHjIqFV5ODEv,male,25,ENGLISH,Never,Rarely,None,No,Maybe,No,NOTHING,KheuKhya,Female,First,Kheu,sweet
R_2fJLHjIqFV5ODEv,male,25,ENGLISH,Never,Rarely,None,No,Maybe,No,NOTHING,KhyaKheu,Male,Second,Kheu,sweet
R_2PvgIrkJX7Z59No,female,24,English,Never,Occasionally,None,Yes,Yes,Yes,I think maybe pitch- if it was a little higher it sounded sweeter. I'm not sure otherwise,KhyaKheu,Female,Second,Kheu,sweet
R_2PvgIrkJX7Z59No,female,24,English,Never,Occasionally,None,Yes,Yes,Yes,I think maybe pitch- if it was a little higher it sounded sweeter. I'm not sure otherwise,KheuKhya,Male,First,Kheu,sweet
R_2qsKBt2uRkKMAwC,female,26,English,Never,Never,None,No,No,No,I generally chose the sound that I thought sounded less harsh as sweeter.,KhyaKheu,Female,First,Khya,sweet
R_2qsKBt2uRkKMAwC,female,26,English,Never,Never,None,No,No,No,I generally chose the sound that I thought sounded less harsh as sweeter.,KhyaKheu,Male,First,Khya,sweet
R_2QunG0SDudME8BK,,NA,,,,,,,,,NA,NA,NA,NA,sweet
R_2QunG0SDudME8BK,,NA,,,,,,,,,NA,NA,NA,NA,sweet
R_2QX0eJq58eeyos7,female,30,English,Never,Occasionally,None,No,No,No,good,KheuKhya,Female,First,Kheu,sweet
R_2QX0eJq58eeyos7,female,30,English,Never,Occasionally,None,No,No,No,good,KhyaKheu,Male,First,Khya,sweet
R_2tF1ZBqaVn0vrqY,male,27,GOOD,Short visit(s),Regularly,Advanced,Yes,Maybe,Yes,GOOD,KheuKhya,Male,First,Kheu,sweet
R_2tF1ZBqaVn0vrqY,male,27,GOOD,Short visit(s),Regularly,Advanced,Yes,Maybe,Yes,GOOD,KheuKhya,Female,Second,Khya,sweet
R_2TS3o4AdjPBO6MR,male,27,English,Never,Rarely,None,No,Yes,No,Just guessed,KheuKhya,Female,Second,Khya,sweet
R_2TS3o4AdjPBO6MR,male,27,English,Never,Rarely,None,No,Yes,No,Just guessed,KhyaKheu,Male,Second,Kheu,sweet
R_2uPP8fkBkLenE84,female,52,English,Never,Never,None,No,Maybe,No,"I don't really, but intuitively, I think the sounds that seemed softer were interpreted as sweeter.",KhyaKheu,Male,First,Khya,sweet
R_2uPP8fkBkLenE84,female,52,English,Never,Never,None,No,Maybe,No,"I don't really, but intuitively, I think the sounds that seemed softer were interpreted as sweeter.",KheuKhya,Female,First,Kheu,sweet
R_2vc6iEfSDZ5r9j6,female,24,English,Never,Regularly,None,Yes,Yes,Yes,The ones that I picked were softer sounding and seemed to drag out the sound just a bit more. ,KheuKhya,Male,Second,Khya,sweet
R_2vc6iEfSDZ5r9j6,female,24,English,Never,Regularly,None,Yes,Yes,Yes,The ones that I picked were softer sounding and seemed to drag out the sound just a bit more. ,KhyaKheu,Female,First,Khya,sweet
R_2vjMuKb7GXHPjYy,female,28,ENGLISH,Never,Never,None,No,No,No,NA,KheuKhya,Female,Second,Khya,sweet
R_2vjMuKb7GXHPjYy,female,28,ENGLISH,Never,Never,None,No,No,No,NA,KheuKhya,Male,First,Kheu,sweet
R_2w67R7VKuMPu43R,male,22,English,Never,Never,None,No,Yes,No,"The harsher the sound, the less I attributed it to be ""sweet""",KhyaKheu,Male,First,Khya,sweet
R_2w67R7VKuMPu43R,male,22,English,Never,Never,None,No,Yes,No,"The harsher the sound, the less I attributed it to be ""sweet""",KheuKhya,Female,Second,Khya,sweet
R_2wyIW5gbcGxrXBa,female,54,english,Never,Never,None,No,No,No,The pitch of the sounds varied.  The higher pitch seemed better to me.,KheuKhya,Female,Second,Khya,sweet
R_2wyIW5gbcGxrXBa,female,54,english,Never,Never,None,No,No,No,The pitch of the sounds varied.  The higher pitch seemed better to me.,KhyaKheu,Male,First,Khya,sweet
R_2wzqdZlQFr4ZhnJ,male,25,English,Short visit(s),Regularly,Advanced,Maybe,Yes,Yes,Good hearings,KheuKhya,Male,Second,Khya,sweet
R_2wzqdZlQFr4ZhnJ,male,25,English,Short visit(s),Regularly,Advanced,Maybe,Yes,Yes,Good hearings,KheuKhya,Female,First,Kheu,sweet
R_2X5TpAKvQexRSah,male,40,English,Never,Never,None,Maybe,Yes,No,Softer? Not volume but sound... maybe? Not entirely sure.,KhyaKheu,Female,Second,Kheu,sweet
R_2X5TpAKvQexRSah,male,40,English,Never,Never,None,Maybe,Yes,No,Softer? Not volume but sound... maybe? Not entirely sure.,KhyaKheu,Male,Second,Kheu,sweet
R_2XjqSW64pUivpz5,female,31,English,Never,Occasionally,None,No,Yes,No,One sounded more like a cat which I don't think is sweet.,KheuKhya,Male,First,Kheu,sweet
R_2XjqSW64pUivpz5,female,31,English,Never,Occasionally,None,No,Yes,No,One sounded more like a cat which I don't think is sweet.,KheuKhya,Female,First,Kheu,sweet
R_2ydWfJJOOmY0tFf,male,20,English,Never,Occasionally,None,No,Yes,No,The first one sounded more soft than the second which sounded harsh.,KhyaKheu,Male,First,Khya,sweet
R_2ydWfJJOOmY0tFf,male,20,English,Never,Occasionally,None,No,Yes,No,The first one sounded more soft than the second which sounded harsh.,KhyaKheu,Female,First,Khya,sweet
R_2z7QmirZoSg3eZp,female,25,English,Never,Rarely,None,Yes,Yes,Yes,"The pitch of the sound is what made it sound ""sweet' to me, and how loud it was.",KhyaKheu,Female,First,Khya,sweet
R_2z7QmirZoSg3eZp,female,25,English,Never,Rarely,None,Yes,Yes,Yes,"The pitch of the sound is what made it sound ""sweet' to me, and how loud it was.",KheuKhya,Male,Second,Khya,sweet
R_2zjVpO82MpyYEJx,male,25,English,Never,Rarely,None,No,Yes,Yes,"The sound not that sweet, it just like sneezing.",KhyaKheu,Female,Second,Kheu,sweet
R_2zjVpO82MpyYEJx,male,25,English,Never,Rarely,None,No,Yes,Yes,"The sound not that sweet, it just like sneezing.",KhyaKheu,Male,Second,Kheu,sweet
R_2zZI8ZsUDwLi6Yg,male,32,English,Never,Never,None,No,No,No,There was more of a k sound in the one I thought was sweeter of the two.,KheuKhya,Male,Second,Khya,sweet
R_2zZI8ZsUDwLi6Yg,male,32,English,Never,Never,None,No,No,No,There was more of a k sound in the one I thought was sweeter of the two.,KhyaKheu,Female,Second,Kheu,sweet
R_30dw9njtSY4t5Oi,female,44,ENGLISH,Short visit(s),Occasionally,Native-like,Yes,Maybe,Yes,NICE,KhyaKheu,Female,Second,Kheu,sweet
R_30dw9njtSY4t5Oi,female,44,ENGLISH,Short visit(s),Occasionally,Native-like,Yes,Maybe,Yes,NICE,KhyaKheu,Male,First,Khya,sweet
R_32XWS1P3o31wnpc,male,45,English,Lived 0-5 years,Regularly,None,Maybe,Maybe,Maybe,N/A,KheuKhya,Female,Second,Khya,sweet
R_32XWS1P3o31wnpc,male,45,English,Lived 0-5 years,Regularly,None,Maybe,Maybe,Maybe,N/A,KheuKhya,Male,Second,Khya,sweet
R_33yzKO6iluUj0S9,female,26,English,Never,Rarely,None,Yes,Yes,No,the sounds that were higher-pitched sounded more 'sweet' to me,KhyaKheu,Male,First,Khya,sweet
R_33yzKO6iluUj0S9,female,26,English,Never,Rarely,None,Yes,Yes,No,the sounds that were higher-pitched sounded more 'sweet' to me,KhyaKheu,Female,First,Khya,sweet
R_393vmrtIzesm5Ox,male,32,ENGLISH,Never,Rarely,None,Yes,Maybe,Maybe,SOUND IS GOOD,KheuKhya,Male,Second,Khya,sweet
R_393vmrtIzesm5Ox,male,32,ENGLISH,Never,Rarely,None,Yes,Maybe,Maybe,SOUND IS GOOD,KhyaKheu,Female,Second,Kheu,sweet
R_3CJEbEchxHEOfWU,male,40,english,Lived 5+ years,Regularly,Native-like,Maybe,Maybe,Maybe,N/A,KhyaKheu,Female,First,Khya,sweet
R_3CJEbEchxHEOfWU,male,40,english,Lived 5+ years,Regularly,Native-like,Maybe,Maybe,Maybe,N/A,KheuKhya,Male,Second,Khya,sweet
R_3EhZawCwwisLJnj,female,33,English,Never,Regularly,None,No,Yes,No,I think that I chose the one that sounded more childlike or feminine and soft for the sweeter one. I also listened to each sound once so that I chose my initial instinct. ,KhyaKheu,Female,First,Khya,sweet
R_3EhZawCwwisLJnj,female,33,English,Never,Regularly,None,No,Yes,No,I think that I chose the one that sounded more childlike or feminine and soft for the sweeter one. I also listened to each sound once so that I chose my initial instinct. ,KheuKhya,Male,First,Kheu,sweet
R_3FUrQ8Ot4anwNyn,male,42,English,Never,Never,None,No,Maybe,No,I'm not sure really what influenced my answer. ,KhyaKheu,Female,First,Khya,sweet
R_3FUrQ8Ot4anwNyn,male,42,English,Never,Never,None,No,Maybe,No,I'm not sure really what influenced my answer. ,KheuKhya,Male,Second,Khya,sweet
R_3fW8QaU8cGHrFfH,male,30,English ,Lived 0-5 years,Occasionally,Intermediate,Yes,Yes,Maybe,no,KheuKhya,Female,First,Kheu,sweet
R_3fW8QaU8cGHrFfH,male,30,English ,Lived 0-5 years,Occasionally,Intermediate,Yes,Yes,Maybe,no,KheuKhya,Male,First,Kheu,sweet
R_3gLQceshNsAUhp8,male,38,English,Never,Rarely,None,No,Yes,Yes,"I just went with what I genuinely thought. However, the sounds sounded like someone was making them with their mouth.",KheuKhya,Female,Second,Khya,sweet
R_3gLQceshNsAUhp8,male,38,English,Never,Rarely,None,No,Yes,Yes,"I just went with what I genuinely thought. However, the sounds sounded like someone was making them with their mouth.",KheuKhya,Male,Second,Khya,sweet
R_3h41cGndUziYQDB,male,48,English,Short visit(s),Occasionally,None,Yes,Maybe,Maybe,Good,KhyaKheu,Male,Second,Kheu,sweet
R_3h41cGndUziYQDB,male,48,English,Short visit(s),Occasionally,None,Yes,Maybe,Maybe,Good,KhyaKheu,Female,Second,Kheu,sweet
R_3HokKE65hDmWOyh,male,49,English,Short visit(s),Regularly,Advanced,Maybe,Maybe,No,Good,KheuKhya,Male,Second,Khya,sweet
R_3HokKE65hDmWOyh,male,49,English,Short visit(s),Regularly,Advanced,Maybe,Maybe,No,Good,KhyaKheu,Female,Second,Kheu,sweet
R_3I0lbXUjGkcbjCB,male,27,English,Never,Rarely,None,No,Yes,Yes,Softer sounds could be construed as sweet.  The other one sounded more harsh and unpleasant.,KheuKhya,Male,First,Kheu,sweet
R_3I0lbXUjGkcbjCB,male,27,English,Never,Rarely,None,No,Yes,Yes,Softer sounds could be construed as sweet.  The other one sounded more harsh and unpleasant.,KheuKhya,Female,Second,Khya,sweet
R_3I3HeGnmaqSJEiw,male,40,English,Never,Never,None,No,No,No,None,KheuKhya,Male,First,Kheu,sweet
R_3I3HeGnmaqSJEiw,male,40,English,Never,Never,None,No,No,No,None,KheuKhya,Female,Second,Khya,sweet
R_3iX229qaKpU2Lm8,female,27,Spanish,Never,Regularly,None,No,No,No,The files I chose both sounded soft and not harsh.,KhyaKheu,Male,Second,Kheu,sweet
R_3iX229qaKpU2Lm8,female,27,Spanish,Never,Regularly,None,No,No,No,The files I chose both sounded soft and not harsh.,KheuKhya,Female,Second,Khya,sweet
R_3iXqdrB8QYoMNcU,,NA,,,,,,,,,NA,NA,NA,NA,sweet
R_3iXqdrB8QYoMNcU,,NA,,,,,,,,,NA,NA,NA,NA,sweet
R_3iyXZKFEwqQlSn5,male,30,English,Never,Never,None,No,No,No,softer,KheuKhya,Male,Second,Khya,sweet
R_3iyXZKFEwqQlSn5,male,30,English,Never,Never,None,No,No,No,softer,KheuKhya,Female,Second,Khya,sweet
R_3izfhr57pbgZPSt,female,44,English,Never,Never,None,No,No,No,I have no idea.  I just went with my gut about what I thought.,KheuKhya,Female,Second,Khya,sweet
R_3izfhr57pbgZPSt,female,44,English,Never,Never,None,No,No,No,I have no idea.  I just went with my gut about what I thought.,KhyaKheu,Male,First,Khya,sweet
R_3J59YMHQ2rUJB0k,male,26,english,Short visit(s),Rarely,Intermediate,Yes,Yes,Yes,tones was amazing,KhyaKheu,Female,First,Khya,sweet
R_3J59YMHQ2rUJB0k,male,26,english,Short visit(s),Rarely,Intermediate,Yes,Yes,Yes,tones was amazing,KhyaKheu,Male,Second,Kheu,sweet
R_3JafIhHlIOA2UP4,male,30,English,Never,Never,None,No,Yes,Yes,Sounds less abrupt feel more sweeter to me.,KheuKhya,Male,First,Kheu,sweet
R_3JafIhHlIOA2UP4,male,30,English,Never,Never,None,No,Yes,Yes,Sounds less abrupt feel more sweeter to me.,KhyaKheu,Female,First,Khya,sweet
R_3JC1hfURuo3GNdu,male,66,English,Never,Rarely,None,Yes,Yes,No,"I assumed that ""sweet"" meant something like ""mellifluous"". The differences were very minor.",KheuKhya,Male,Second,Khya,sweet
R_3JC1hfURuo3GNdu,male,66,English,Never,Rarely,None,Yes,Yes,No,"I assumed that ""sweet"" meant something like ""mellifluous"". The differences were very minor.",KhyaKheu,Female,First,Khya,sweet
R_3KMHDngifmUapf5,male,26,English,Never,Never,None,No,No,No,"I just chose the sound that sounded sweeter to me. I don't know really know what made one sweeter, I just went off my first impression.",KhyaKheu,Female,First,Khya,sweet
R_3KMHDngifmUapf5,male,26,English,Never,Never,None,No,No,No,"I just chose the sound that sounded sweeter to me. I don't know really know what made one sweeter, I just went off my first impression.",KheuKhya,Male,First,Kheu,sweet
R_3KUdbQygOvXuQKg,male,22,english,Never,Never,None,Yes,Yes,No,which one I would want to hear again,KhyaKheu,Female,Second,Kheu,sweet
R_3KUdbQygOvXuQKg,male,22,english,Never,Never,None,Yes,Yes,No,which one I would want to hear again,KhyaKheu,Male,First,Khya,sweet
R_3lt7LRQrKTgwlyw,female,45,English,Never,Never,None,No,No,No,"I chose the ones that had an a sound. The first one was hard to decide. The second one, the one I picked sounded younger so therefore more sweet.",KheuKhya,Male,Second,Khya,sweet
R_3lt7LRQrKTgwlyw,female,45,English,Never,Never,None,No,No,No,"I chose the ones that had an a sound. The first one was hard to decide. The second one, the one I picked sounded younger so therefore more sweet.",KhyaKheu,Female,First,Khya,sweet
R_3lWTuFPTxXzgMsL,female,30,english,Never,Never,None,No,Yes,No,I think that the smoother sounding ones were sweeter to me. ,KhyaKheu,Male,First,Khya,sweet
R_3lWTuFPTxXzgMsL,female,30,english,Never,Never,None,No,Yes,No,I think that the smoother sounding ones were sweeter to me. ,KheuKhya,Female,Second,Khya,sweet
R_3MAmscPip4mtTp0,male,28,English,Never,Occasionally,None,Yes,Yes,Yes,I judged the sounds on if they are easy on the ears to listen to. If the sound shows any kind of negative emotion then I considered it not sweet. ,KhyaKheu,Male,First,Khya,sweet
R_3MAmscPip4mtTp0,male,28,English,Never,Occasionally,None,Yes,Yes,Yes,I judged the sounds on if they are easy on the ears to listen to. If the sound shows any kind of negative emotion then I considered it not sweet. ,KheuKhya,Female,Second,Khya,sweet
R_3NPLkCzQGueERLF,male,27,English,Lived 0-5 years,Rarely,Advanced,Yes,Yes,Maybe,good,KheuKhya,Male,Second,Khya,sweet
R_3NPLkCzQGueERLF,male,27,English,Lived 0-5 years,Rarely,Advanced,Yes,Yes,Maybe,good,KheuKhya,Female,Second,Khya,sweet
R_3O21gAXML7bhZvM,female,26,"English, Spanish",Never,Regularly,None,Yes,Yes,No,"I thought the softer, longer sounds were ""sweeter"".",KheuKhya,Male,Second,Khya,sweet
R_3O21gAXML7bhZvM,female,26,"English, Spanish",Never,Regularly,None,Yes,Yes,No,"I thought the softer, longer sounds were ""sweeter"".",KheuKhya,Female,Second,Khya,sweet
