ID,Gender,Native,KoreanVisit,KoreanDrama,KoreanLanguage,SojuQuestion,KoreanRestaurant,KoreanFriends,Qualitative,Condition,StimGender,Resp,RespType,Question
R_2cjSZ9D0hckcNTG,male,english,Never,Never,None,No,Yes,No,"The mike ""popping"" opening on the first two.  It was blunt, the second of both pages seemed to have a more gradual transition from beginning to end.  For me, that is what i would call a hard sound.  Like a scary jump cut in movies designed to elicit a response or grab your attention.  Sorry, did not notice anything else.",KheuKhya,Female,First,Kheu,hard
R_2cqtxk1L0OOTqDs,male,"English, Gujarati, Hindi",Never,Never,None,No,No,No,"What influenced my judgement was mainly how loud the sound was, and how much ""force"" I could interpret based on the sound. Whatever was more ""forceful sounding"" and loud, I chose as the one being harder.",KheuKhya,Female,First,Kheu,hard
R_2cqtxk1L0OOTqDs,male,"English, Gujarati, Hindi",Never,Never,None,No,No,No,"What influenced my judgement was mainly how loud the sound was, and how much ""force"" I could interpret based on the sound. Whatever was more ""forceful sounding"" and loud, I chose as the one being harder.",KheuKhya,Male,Second,Khya,hard
R_2CwFxe8GEAAChgQ,male,English,Never,Never,None,No,Yes,Yes,I mainly based my decision on how jarring it was and how loud it was compared to the other option. ,KhyaKheu,Male,Second,Kheu,hard
R_2CwFxe8GEAAChgQ,male,English,Never,Never,None,No,Yes,Yes,I mainly based my decision on how jarring it was and how loud it was compared to the other option. ,KheuKhya,Female,First,Kheu,hard
R_2EbBrYEVIyY8rAc,female,english,Never,Never,None,Yes,Yes,Yes,I tried to pick out the one that sounded a little louder.,KheuKhya,Female,First,Kheu,hard
R_2EbBrYEVIyY8rAc,female,english,Never,Never,None,Yes,Yes,Yes,I tried to pick out the one that sounded a little louder.,KhyaKheu,Male,First,Khya,hard
R_2P51TYQajRgz6HZ,female,English,Never,Regularly,Intermediate,Yes,Yes,Yes,"The first one sounded more aggressive, so I considered it to be hard.",KheuKhya,Female,First,Kheu,hard
R_2P51TYQajRgz6HZ,female,English,Never,Regularly,Intermediate,Yes,Yes,Yes,"The first one sounded more aggressive, so I considered it to be hard.",KheuKhya,Male,First,Kheu,hard
R_2P5tFCQWqfCqmtE,female,english,Never,Never,None,No,No,No,the one that sounded louder to me I thought was harder,KhyaKheu,Female,Second,Kheu,hard
R_2P5tFCQWqfCqmtE,female,english,Never,Never,None,No,No,No,the one that sounded louder to me I thought was harder,KhyaKheu,Male,First,Khya,hard
R_2PcL8gA7XneuYuy,male,english,Never,Never,None,No,Yes,Maybe,no,KheuKhya,Male,First,Kheu,hard
R_2PcL8gA7XneuYuy,male,english,Never,Never,None,No,Yes,Maybe,no,KheuKhya,Female,First,Kheu,hard
R_2q2wdWW7YxCTVJe,female,english,Never,Occasionally,None,Maybe,Yes,No,i was influenced by how the sound ended,KheuKhya,Male,First,Kheu,hard
R_2q2wdWW7YxCTVJe,female,english,Never,Occasionally,None,Maybe,Yes,No,i was influenced by how the sound ended,KheuKhya,Female,First,Kheu,hard
R_2TorBndcwhTvFOH,male,English,Never,Never,None,No,No,No,The sounds that were harder were louder to start off with. They produced a sort of cracking sound at first compared to the sounds that were softer.,KheuKhya,Female,First,Kheu,hard
R_2TorBndcwhTvFOH,male,English,Never,Never,None,No,No,No,The sounds that were harder were louder to start off with. They produced a sort of cracking sound at first compared to the sounds that were softer.,KhyaKheu,Male,Second,Kheu,hard
R_2tTd1K19rzd2WMF,male,english,Never,Rarely,None,Yes,Yes,Yes,I was caught off guard for the first one,KheuKhya,Female,First,Kheu,hard
R_2tTd1K19rzd2WMF,male,english,Never,Rarely,None,Yes,Yes,Yes,I was caught off guard for the first one,KheuKhya,Male,First,Kheu,hard
R_2ur2dJJeJtRLEB3,female,english,Never,Never,None,No,Yes,Yes,The 2nd sounded louder.,KhyaKheu,Male,Second,Kheu,hard
R_2ur2dJJeJtRLEB3,female,english,Never,Never,None,No,Yes,Yes,The 2nd sounded louder.,KhyaKheu,Female,Second,Kheu,hard
R_2vkUuThRBLRWqTN,male,english,Never,Never,None,No,No,No,no idea,KhyaKheu,Male,Second,Kheu,hard
R_2vkUuThRBLRWqTN,male,english,Never,Never,None,No,No,No,no idea,KhyaKheu,Female,Second,Kheu,hard
R_2Y2PATxY3VtrSZK,male,English,Never,Never,None,No,No,No,"In order to select the one that felt more hard, I chose whatever sounded more fierce or intense. ",KhyaKheu,Female,Second,Kheu,hard
R_2Y2PATxY3VtrSZK,male,English,Never,Never,None,No,No,No,"In order to select the one that felt more hard, I chose whatever sounded more fierce or intense. ",KheuKhya,Male,First,Kheu,hard
R_2y9oRkHf9r6Eifz,female,english,Never,Never,None,Maybe,Yes,No,I think the sounds with more of a vowel sound are less hard.,KheuKhya,Male,First,Kheu,hard
R_2y9oRkHf9r6Eifz,female,english,Never,Never,None,Maybe,Yes,No,I think the sounds with more of a vowel sound are less hard.,KhyaKheu,Female,Second,Kheu,hard
R_2zN0PdNGbR08tzP,female,English,Never,Never,None,No,No,No,It's hard to explain... But I guess I picked which one was louder and which one (sound) sounded like it took more effort to make. ,KheuKhya,Female,First,Kheu,hard
R_2zN0PdNGbR08tzP,female,English,Never,Never,None,No,No,No,It's hard to explain... But I guess I picked which one was louder and which one (sound) sounded like it took more effort to make. ,KheuKhya,Male,Second,Khya,hard
R_33j1yEQJosdW12l,female,English,Never,Never,None,No,No,Yes,none,KheuKhya,Female,First,Kheu,hard
R_33j1yEQJosdW12l,female,English,Never,Never,None,No,No,Yes,none,KheuKhya,Male,First,Kheu,hard
R_3ErPaSQkhnO0DRE,female,English,Never,Never,None,No,Yes,Yes,"Lower tones, to me, sounded ""harder"".",KheuKhya,Male,Second,Khya,hard
R_3ErPaSQkhnO0DRE,female,English,Never,Never,None,No,Yes,Yes,"Lower tones, to me, sounded ""harder"".",KhyaKheu,Female,Second,Kheu,hard
R_3ERu4PcLb3Dqprn,male,English,Never,Never,None,No,Yes,No,"It just sounded more harsh to me.  It was an interesting study, but I have no idea what you are after.  Thank you.  ",KhyaKheu,Female,Second,Kheu,hard
R_3ERu4PcLb3Dqprn,male,English,Never,Never,None,No,Yes,No,"It just sounded more harsh to me.  It was an interesting study, but I have no idea what you are after.  Thank you.  ",KhyaKheu,Male,Second,Kheu,hard
R_3GkpLnI1OdBJBOW,female,English,Never,Rarely,None,No,No,Yes,The force of the sound,KhyaKheu,Male,First,Khya,hard
R_3GkpLnI1OdBJBOW,female,English,Never,Rarely,None,No,No,Yes,The force of the sound,KheuKhya,Female,First,Kheu,hard
R_3gMjilRiMph7ie0,male,English,Never,Rarely,None,No,Yes,Yes,"I went with my first instinct, I didn't think about it too much.",KheuKhya,Male,First,Kheu,hard
R_3gMjilRiMph7ie0,male,English,Never,Rarely,None,No,Yes,Yes,"I went with my first instinct, I didn't think about it too much.",KheuKhya,Female,First,Kheu,hard
R_3HvKixrLU98Yk63,male,English,Never,Rarely,Native-like,No,No,No,"Hmmm, I suppose I was just going by which had a harder sound to it, like how much I would have to force air to reproduce those sounds.",KhyaKheu,Male,Second,Kheu,hard
R_3HvKixrLU98Yk63,male,English,Never,Rarely,Native-like,No,No,No,"Hmmm, I suppose I was just going by which had a harder sound to it, like how much I would have to force air to reproduce those sounds.",KhyaKheu,Female,Second,Kheu,hard
R_3LbzMZSgOgBcjoy,male,English,Short visit(s),Occasionally,None,Yes,Yes,Yes,"I think it has to do with how loud the sound was. If louder, it seemed harder.",KheuKhya,Male,Second,Khya,hard
R_3LbzMZSgOgBcjoy,male,English,Short visit(s),Occasionally,None,Yes,Yes,Yes,"I think it has to do with how loud the sound was. If louder, it seemed harder.",KhyaKheu,Female,Second,Kheu,hard
R_3LiNGHraWV07fhs,male,English,Never,Never,None,No,No,No,The harder sound more abrasive and spontaneous ,KhyaKheu,Female,Second,Kheu,hard
R_3LiNGHraWV07fhs,male,English,Never,Never,None,No,No,No,The harder sound more abrasive and spontaneous ,KhyaKheu,Male,Second,Kheu,hard
R_3MDNSORNqme7LjS,male,English,Never,Never,None,No,Yes,No,"The ones with the ""ah"" sound sounded less hard to me.",KhyaKheu,Male,Second,Kheu,hard
R_3MDNSORNqme7LjS,male,English,Never,Never,None,No,Yes,No,"The ones with the ""ah"" sound sounded less hard to me.",KhyaKheu,Female,Second,Kheu,hard
R_3qJ5EwCLdyAPpkF,male,English,Never,Rarely,None,No,No,No,I chose the sound that seemed louder and longer in length.,KheuKhya,Male,Second,Khya,hard
R_3qJ5EwCLdyAPpkF,male,English,Never,Rarely,None,No,No,No,I chose the sound that seemed louder and longer in length.,KheuKhya,Female,First,Kheu,hard
R_3qxMnez4tGqeAmu,female,English,Never,Never,None,No,Yes,Yes,"I think what made the hard sound was that it sounded like it had a rougher impact and then didn't ""ease up"" like the other sound did.",KheuKhya,Female,First,Kheu,hard
R_3qxMnez4tGqeAmu,female,English,Never,Never,None,No,Yes,Yes,"I think what made the hard sound was that it sounded like it had a rougher impact and then didn't ""ease up"" like the other sound did.",KhyaKheu,Male,Second,Kheu,hard
R_3sbNpvnbN561N7z,female,English,Never,Rarely,None,No,Yes,Yes,"I took ""hard"" to mean the edge of the sound - like, if the sound were a shape, ""hard"" would mean it had sharp edges, as opposed to softer sounds that hit my ear as more rounded. If that makes sense. /  / I noticed that the first set of sounds roughly seemed mechanical, whereas the second set of sounds seemed more human-made. /  / This sounds like fascinating research. I can't say I understand what it's about, but thank you for letting me take part! All the best.",KheuKhya,Female,Second,Khya,hard
R_3sbNpvnbN561N7z,female,English,Never,Rarely,None,No,Yes,Yes,"I took ""hard"" to mean the edge of the sound - like, if the sound were a shape, ""hard"" would mean it had sharp edges, as opposed to softer sounds that hit my ear as more rounded. If that makes sense. /  / I noticed that the first set of sounds roughly seemed mechanical, whereas the second set of sounds seemed more human-made. /  / This sounds like fascinating research. I can't say I understand what it's about, but thank you for letting me take part! All the best.",KhyaKheu,Male,First,Khya,hard
R_4VAvhRYpOoXfV4Z,male,english,Never,Never,None,No,No,No,"Deeper sounds are ""harder"" ",KheuKhya,Female,First,Kheu,hard
R_4VAvhRYpOoXfV4Z,male,english,Never,Never,None,No,No,No,"Deeper sounds are ""harder"" ",KheuKhya,Male,First,Kheu,hard
R_71KQeLlLtVGSVod,female,English,Never,Never,None,No,Yes,No,They sound like someone frustrated exhaling.  I picked the harder sound as the sound that expelled air harder and louder and more harsh.   The sounds were similar but one was more sharp (or hard in this case) than the other.  The sharper sound was more harsh and irritating on the ears and meant the person was more aggravated or frustrated and was expelling more air and effort when making the sound to correspond to their level of irritation.,KhyaKheu,Male,Second,Kheu,hard
R_71KQeLlLtVGSVod,female,English,Never,Never,None,No,Yes,No,They sound like someone frustrated exhaling.  I picked the harder sound as the sound that expelled air harder and louder and more harsh.   The sounds were similar but one was more sharp (or hard in this case) than the other.  The sharper sound was more harsh and irritating on the ears and meant the person was more aggravated or frustrated and was expelling more air and effort when making the sound to correspond to their level of irritation.,KheuKhya,Female,First,Kheu,hard
R_7V6B4yrVvE72q9r,female,English,Never,Never,None,No,Maybe,No,I thought the sounds that were louder and more forceful seemed harder.,KhyaKheu,Female,First,Khya,hard
R_7V6B4yrVvE72q9r,female,English,Never,Never,None,No,Maybe,No,I thought the sounds that were louder and more forceful seemed harder.,KheuKhya,Male,Second,Khya,hard
R_Agnux3ecMx2aYvL,male,English,Never,Never,None,Yes,Yes,No,I think it was mostly the harshness in the sound.  ,KhyaKheu,Male,First,Khya,hard
R_Agnux3ecMx2aYvL,male,English,Never,Never,None,Yes,Yes,No,I think it was mostly the harshness in the sound.  ,KhyaKheu,Female,Second,Kheu,hard
R_CjmI7TCJndafBVD,male,English,Never,Never,None,No,Maybe,No,Hard had more consonant letters and soft has more vowels ,KheuKhya,Male,First,Kheu,hard
R_CjmI7TCJndafBVD,male,English,Never,Never,None,No,Maybe,No,Hard had more consonant letters and soft has more vowels ,KheuKhya,Female,First,Kheu,hard
R_ODXgxH87L5WEnsJ,male,English,Never,Never,None,No,Yes,No,"Sounds that had a more succinct ""impact' noise seemed harder to me.",KhyaKheu,Female,Second,Kheu,hard
R_ODXgxH87L5WEnsJ,male,English,Never,Never,None,No,Yes,No,"Sounds that had a more succinct ""impact' noise seemed harder to me.",KheuKhya,Male,First,Kheu,hard
R_Oj26O9c80BaWoEh,female,English,Never,Never,None,No,No,No,Hard had more consonant letters and soft has more vowels ,KhyaKheu,Female,Second,Kheu,hard
R_Oj26O9c80BaWoEh,female,English,Never,Never,None,No,No,No,Hard had more consonant letters and soft has more vowels ,KheuKhya,Male,First,Kheu,hard
R_pRTO4G4dfZDviVz,female,english,Lived 0-5 years,Regularly,None,No,No,No,louder,KheuKhya,Female,First,Kheu,hard
R_pRTO4G4dfZDviVz,female,english,Lived 0-5 years,Regularly,None,No,No,No,louder,KheuKhya,Male,Second,Khya,hard
R_QokdnywTugCz3Jn,female,english,Never,Never,None,No,No,No,"The depth of the tone influenced me. Especially since ""harder"" was not defined in any way.",KheuKhya,Female,Second,Khya,hard
R_QokdnywTugCz3Jn,female,english,Never,Never,None,No,No,No,"The depth of the tone influenced me. Especially since ""harder"" was not defined in any way.",KhyaKheu,Male,Second,Kheu,hard
R_umiS2yuyaXXS5S9,male,English,Never,Never,None,No,Maybe,No,I wanted to hear how the chhh sound came off,KhyaKheu,Female,Second,Kheu,hard
R_umiS2yuyaXXS5S9,male,English,Never,Never,None,No,Maybe,No,I wanted to hear how the chhh sound came off,KheuKhya,Male,First,Kheu,hard
R_UtZ66tptGPjTIat,male,English,Never,Regularly,None,No,Yes,Yes,I'm not entirely sure. The one that sounded harsher to my ears is the one I picked I suppose.,KhyaKheu,Male,Second,Kheu,hard
R_UtZ66tptGPjTIat,male,English,Never,Regularly,None,No,Yes,Yes,I'm not entirely sure. The one that sounded harsher to my ears is the one I picked I suppose.,KheuKhya,Female,First,Kheu,hard
R_vH5s1FMXj5YAx6p,female,English,Never,Rarely,None,No,Yes,Yes,Sounds that felt more percussive or had less air/breathy components seemed harder to me.,KheuKhya,Male,First,Kheu,hard
R_vH5s1FMXj5YAx6p,female,English,Never,Rarely,None,No,Yes,Yes,Sounds that felt more percussive or had less air/breathy components seemed harder to me.,KhyaKheu,Female,Second,Kheu,hard
R_VW3Qy89bX9mvf2h,male,english,Never,Don't know,None,No,No,No,"Sounds that started with a ka sound like ""kaboom"" i  think is harder.",KhyaKheu,Male,Second,Kheu,hard
R_VW3Qy89bX9mvf2h,male,english,Never,Don't know,None,No,No,No,"Sounds that started with a ka sound like ""kaboom"" i  think is harder.",KheuKhya,Female,First,Kheu,hard
R_vZHSeohBMllHTnb,male,english,Never,Never,None,No,Yes,Maybe,I made my choice based on how deep the sound was.,KhyaKheu,Female,Second,Kheu,hard
R_vZHSeohBMllHTnb,male,english,Never,Never,None,No,Yes,Maybe,I made my choice based on how deep the sound was.,KheuKhya,Male,Second,Khya,hard
R_xfm8tnxPZlCPipj,female,english,Never,Never,None,Yes,Maybe,Yes,Sounded more aggressive than the other tone,KhyaKheu,Female,Second,Kheu,hard
R_xfm8tnxPZlCPipj,female,english,Never,Never,None,Yes,Maybe,Yes,Sounded more aggressive than the other tone,KhyaKheu,Male,Second,Kheu,hard
R_yl77P01LvhTqTbb,male,English,Never,Never,None,No,No,No,"I simply tried to assess what was ""hard."" Harsher sounds were considered hard in my opinion.",KheuKhya,Male,First,Kheu,hard
R_yl77P01LvhTqTbb,male,English,Never,Never,None,No,No,No,"I simply tried to assess what was ""hard."" Harsher sounds were considered hard in my opinion.",KhyaKheu,Female,Second,Kheu,hard
R_yWpruH7tx8DeUnv,male,english,Short visit(s),Rarely,Novice,Yes,Yes,Yes,The deepness of the sound.,KhyaKheu,Female,Second,Kheu,hard
R_yWpruH7tx8DeUnv,male,english,Short visit(s),Rarely,Novice,Yes,Yes,Yes,The deepness of the sound.,KheuKhya,Male,First,Kheu,hard
R_ZCt1zfRnmtX4osV,male,english,Never,Never,None,No,Yes,No,How hard they said the sound. You could kinda tell on the 2nd one 2nd question it was intentional,KhyaKheu,Male,First,Khya,hard
R_ZCt1zfRnmtX4osV,male,english,Never,Never,None,No,Yes,No,How hard they said the sound. You could kinda tell on the 2nd one 2nd question it was intentional,KhyaKheu,Female,Second,Kheu,hard
R_10P0u2SNZh73qQO,male,english,Never,Rarely,None,No,Yes,No,How the noises were portrayed.,KheuKhya,Female,Second,Khya,soft
R_10P0u2SNZh73qQO,male,english,Never,Rarely,None,No,Yes,No,How the noises were portrayed.,KhyaKheu,Male,First,Khya,soft
R_12m2H9rzLZozOov,male,english,Never,Never,None,No,No,No,the second one just seemed gentler,KheuKhya,Female,Second,Khya,soft
R_12m2H9rzLZozOov,male,english,Never,Never,None,No,No,No,the second one just seemed gentler,KheuKhya,Male,Second,Khya,soft
R_1dGgaFVkAYAwdSG,male,English,Never,Never,None,No,Yes,No,The two second ones were softer and doesn't feel as rough,KheuKhya,Male,Second,Khya,soft
R_1dGgaFVkAYAwdSG,male,English,Never,Never,None,No,Yes,No,The two second ones were softer and doesn't feel as rough,KheuKhya,Female,Second,Khya,soft
R_1djg9QlNP2kk6Kc,male,English,Never,Rarely,None,Yes,Yes,Yes,"The low end, or low frequency is non existent. ",KheuKhya,Female,Second,Khya,soft
R_1djg9QlNP2kk6Kc,male,English,Never,Rarely,None,Yes,Yes,Yes,"The low end, or low frequency is non existent. ",KhyaKheu,Male,First,Khya,soft
R_1gd2Fw5ZL7eEi5U,male,english,Short visit(s),Never,None,Yes,Yes,Yes,"whatever didn't sound as sharp or popped too much, i found softer",KheuKhya,Female,Second,Khya,soft
R_1gd2Fw5ZL7eEi5U,male,english,Short visit(s),Never,None,Yes,Yes,Yes,"whatever didn't sound as sharp or popped too much, i found softer",KheuKhya,Male,Second,Khya,soft
R_1gqJPPMzARcOz02,male,English,Never,Never,None,No,No,No,,KheuKhya,Male,Second,Khya,soft
R_1gqJPPMzARcOz02,male,English,Never,Never,None,No,No,No,,KhyaKheu,Female,First,Khya,soft
R_1LzBtPaT0EhdXlp,female,English,Never,Never,None,No,No,No,I picked the sound that wasn't very loud. If it sounded quieter to me that is the one that I picked.,KhyaKheu,Female,First,Khya,soft
R_1LzBtPaT0EhdXlp,female,English,Never,Never,None,No,No,No,I picked the sound that wasn't very loud. If it sounded quieter to me that is the one that I picked.,KheuKhya,Male,First,Kheu,soft
R_1q1YYDGx3pOoOkH,female,English,Never,Never,None,No,No,Yes,The softer sounds did not sound as sharp or abrasive,KhyaKheu,Male,Second,Kheu,soft
R_1q1YYDGx3pOoOkH,female,English,Never,Never,None,No,No,Yes,The softer sounds did not sound as sharp or abrasive,KheuKhya,Female,Second,Khya,soft
R_20O2p6NrBSUvw0q,male,English,Never,Never,None,No,Yes,No,I think it was the trailing end of the sound that made me choose. ,KhyaKheu,Female,First,Khya,soft
R_20O2p6NrBSUvw0q,male,English,Never,Never,None,No,Yes,No,I think it was the trailing end of the sound that made me choose. ,KheuKhya,Male,Second,Khya,soft
R_21yQOFFtodGqES0,female,English,Never,Never,None,No,No,No,"I am not sure what influenced my judgement, only that how hard it sounded in my ears. It sounded as if they were pronunciations for the C letter.",KheuKhya,Male,First,Kheu,soft
R_21yQOFFtodGqES0,female,English,Never,Never,None,No,No,No,"I am not sure what influenced my judgement, only that how hard it sounded in my ears. It sounded as if they were pronunciations for the C letter.",KheuKhya,Female,Second,Khya,soft
R_22y00w5ggG5utW6,female,English,Never,Never,None,No,Yes,No,I felt as though the sounds that were deeper (more bass) and less high pitched were softer,KheuKhya,Female,First,Kheu,soft
R_22y00w5ggG5utW6,female,English,Never,Never,None,No,Yes,No,I felt as though the sounds that were deeper (more bass) and less high pitched were softer,KhyaKheu,Male,Second,Kheu,soft
R_2953Yfu4LEo1JPT,,,,,,,,,,NA,NA,NA,NA,soft
R_2953Yfu4LEo1JPT,,,,,,,,,,NA,NA,NA,NA,soft
R_2dFUE2A9KTa2IM9,male,English,Never,Occasionally,None,No,No,No,For the first group of sounds the one I didn't select sounded sharper than the one I selected. For the second group of sounds the one I selected was definitely softer than the other.,KhyaKheu,Male,First,Khya,soft
R_2dFUE2A9KTa2IM9,male,English,Never,Occasionally,None,No,No,No,For the first group of sounds the one I didn't select sounded sharper than the one I selected. For the second group of sounds the one I selected was definitely softer than the other.,KhyaKheu,Female,First,Khya,soft
R_2feZdjeF2A7Gy3e,female,English,Never,Rarely,None,No,Maybe,No,"The sounds that sounded soft were more airy and didn't have the harsh ""k"" noise in them. They also faded out rather than stopped right away.",KhyaKheu,Female,First,Khya,soft
R_2feZdjeF2A7Gy3e,female,English,Never,Rarely,None,No,Maybe,No,"The sounds that sounded soft were more airy and didn't have the harsh ""k"" noise in them. They also faded out rather than stopped right away.",KhyaKheu,Male,First,Khya,soft
R_2lSp47jkUBa3FIt,female,English,Never,Occasionally,None,No,No,No,I felt the sounds that were considered more 'soft' were the sounds that were not as loud. ,KhyaKheu,Female,First,Khya,soft
R_2lSp47jkUBa3FIt,female,English,Never,Occasionally,None,No,No,No,I felt the sounds that were considered more 'soft' were the sounds that were not as loud. ,KhyaKheu,Male,Second,Kheu,soft
R_2P4PeF4wGV8Y379,male,English,Never,Never,None,No,No,No,,KheuKhya,Male,Second,Khya,soft
R_2P4PeF4wGV8Y379,male,English,Never,Never,None,No,No,No,,KheuKhya,Female,Second,Khya,soft
R_2P7ovS90c3Fv0Jt,female,English,Short visit(s),Never,None,No,No,No,,KhyaKheu,Male,First,Khya,soft
R_2P7ovS90c3Fv0Jt,female,English,Short visit(s),Never,None,No,No,No,,KhyaKheu,Female,First,Khya,soft
R_2R1H0bs3q3HmvYz,male,English,Never,Never,None,No,Maybe,No,Perhaps the hardness of the consonant sounds.,KhyaKheu,Female,First,Khya,soft
R_2R1H0bs3q3HmvYz,male,English,Never,Never,None,No,Maybe,No,Perhaps the hardness of the consonant sounds.,KhyaKheu,Male,Second,Kheu,soft
R_2rkG2941wV3zyOv,male,English,Never,Never,None,No,Yes,No,"I assume ""soft"" is in relation to volume or sound level, but pitch must be factored in as well.",KhyaKheu,Female,First,Khya,soft
R_2rkG2941wV3zyOv,male,English,Never,Never,None,No,Yes,No,"I assume ""soft"" is in relation to volume or sound level, but pitch must be factored in as well.",KheuKhya,Male,First,Kheu,soft
R_2rSLhjP1jqB5sOr,male,English,Never,Never,None,No,No,No,The volume of the sounds is how I judged if they were soft. That's really all I did.,KheuKhya,Male,First,Kheu,soft
R_2rSLhjP1jqB5sOr,male,English,Never,Never,None,No,No,No,The volume of the sounds is how I judged if they were soft. That's really all I did.,KheuKhya,Female,Second,Khya,soft
R_2tlISix8Ut7oXRL,female,English,Never,Rarely,None,No,Yes,No,,KhyaKheu,Male,First,Khya,soft
R_2tlISix8Ut7oXRL,female,English,Never,Rarely,None,No,Yes,No,,KheuKhya,Female,Second,Khya,soft
R_2TRH1Gip0qLkqeF,male,English,Never,Regularly,None,Yes,Yes,Yes,"Soft has weaker, more pleasant sound",KheuKhya,Female,Second,Khya,soft
R_2TRH1Gip0qLkqeF,male,English,Never,Regularly,None,Yes,Yes,Yes,"Soft has weaker, more pleasant sound",KhyaKheu,Male,Second,Kheu,soft
R_2uPC7JwUIYcgG6B,female,English,Never,Never,None,No,No,No,"I just picked the sound that sounded lighter and weaker than the other making it a ""softer"" sound.  Sounds were not distinguishable words either.",KhyaKheu,Male,Second,Kheu,soft
R_2uPC7JwUIYcgG6B,female,English,Never,Never,None,No,No,No,"I just picked the sound that sounded lighter and weaker than the other making it a ""softer"" sound.  Sounds were not distinguishable words either.",KhyaKheu,Female,First,Khya,soft
R_2uZIFSNxSdW1kXJ,male,English,Never,Never,None,No,Yes,Yes,,KheuKhya,Female,Second,Khya,soft
R_2uZIFSNxSdW1kXJ,male,English,Never,Never,None,No,Yes,Yes,,KheuKhya,Male,Second,Khya,soft
R_2v6vNUwRE6HncSd,male,english,Never,Never,None,No,Yes,No,No I believe the 1st of each were softer and the 2nd of each was louder,KhyaKheu,Female,First,Khya,soft
R_2v6vNUwRE6HncSd,male,english,Never,Never,None,No,Yes,No,No I believe the 1st of each were softer and the 2nd of each was louder,KhyaKheu,Male,First,Khya,soft
R_2v7wHgAF2hZRWZy,female,English,Never,Never,None,No,No,No,"I just responded to the sounds. I was listening for a softer, gentler sound.",KheuKhya,Male,Second,Khya,soft
R_2v7wHgAF2hZRWZy,female,English,Never,Never,None,No,No,No,"I just responded to the sounds. I was listening for a softer, gentler sound.",KhyaKheu,Female,First,Khya,soft
